GeneSymbol	example_TCGA-BH-A18U-11A-23R-A12D-07
PAICS	2082.0755
ACO1	1418.8679
HAO1	0.9434
CETN2	1006.1321
RFT1	527.3585
RARS	1236.7925
ANKRD11	2736.8915
CCDC76	268.7358
HAND2	66.0377
MPST	379.2453
DNAI2	0.9434
CPEB4	1162.7358
CDKN1C	395.2830
SLC2A13	204.2453
MTERFD1	286.7925
DEFB125	0.0000
LRP5	2980.6604
ZEB2	891.9811
SPANXE	0.0000
ADAMTSL1	158.0189
ZNF671	95.2830
AMTN	0.0000
IGSF3	1591.0377
TCF21	2.8302
ZNF416	110.3774
RALGAPA1	688.6792
CLDND2	5.1887
LRIG3	919.3396
ZCWPW2	25.4717
AIM1	3878.7736
PROZ	0.4717
ST3GAL5	317.4528
KCNJ15	24.5283
UCP2	1223.5849
UTS2D	1.8868
EFHA1	704.7170
PAF1	1465.0943
C19orf36	16.0377
PDCD5	422.6415
NSUN5	300.0000
NUP188	1380.1887
TRIM44	1607.0755
EDN1	403.7736
ZNF622	445.2830
RPL21P44	3.7736
RNF216	1454.7170
DPEP3	0.4717
GSG1	0.9434
NBPF16	71.2264
NEFL	2.3585
C12orf68	58.0189
SRD5A3	421.2170
PPP2R5B	421.2264
SLC5A10	2.1509
LMAN2L	674.5283
WDR85	280.1887
F11R	4291.5094
HK3	27.8302
THBS1	18891.5094
NEU1	1365.5660
SGPL1	1637.7358
DMTF1	1047.1698
ATN1	7145.2830
ADAMTSL4	551.4151
COLEC10	0.9434
C6orf25	1.8868
IP6K3	4.2453
RAPSN	3.7736
CD63	8515.5660
NEK4	516.5094
HPS1	1419.3396
CXorf36	1261.7925
CROCCL2	70.7547
TNFRSF1A	2186.7925
ACSBG2	4.7170
SPRR1A	0.0000
COBLL1	1383.9623
PAK6	255.8585
CLLU1OS	0.0000
RND1	192.4528
DCUN1D2	239.1509
C5orf58	11.3208
RECQL5	397.6415
GSTO1	890.5660
LTBP3	2731.3915
USP45	199.0566
C14orf33	62.2642
TLR4	926.8868
KLHL25	300.4717
FAM64A	33.0189
LASS1	9.1604
TMSB10	7708.4906
GNGT1	0.0000
C10orf4	405.1887
GH1	1.8868
RASGEF1A	284.9057
ZNF324	294.3396
IL1F6	0.0000
TSSC1	262.2642
PDE6A	4.2453
B3GALT6	400.0000
KAZALD1	88.6887
KIAA0513	396.2264
VHLL	0.0000
SLU7	1461.7925
ARHGEF16	261.7925
SELV	0.0000
PRR4	117.6368
SUMO4	0.4717
RAB40C	398.1132
SPAG9	2516.9811
AIFM1	639.6226
DCX	8.0189
CD79B	87.2642
PAK3	112.7358
C9orf93	91.5094
PKD2	1535.8491
TRAF3IP2	1079.7170
SLC9A6	423.1132
TRPC7	0.0000
ZMAT5	210.9387
C16orf46	66.5094
TMX3	1158.0189
IDO1	149.0566
APPL1	1856.1321
ANKRD29	213.6792
C22orf25	407.5472
KLHL28	390.5660
CLDN7	1513.2075
FRS3	81.1321
MFSD3	100.0000
EEF1D	5683.9623
LOC643837	156.1321
BCAP29	1044.3396
SPON2	511.3208
GUSBP1	199.0566
NUDC	1633.9623
VWA5B1	1.4151
TTYH2	222.3113
PTS	208.0189
KIAA1644	114.6226
PDCD2L	66.5094
DNTT	0.0000
RPS6KA4	453.7736
HEG1	2739.6226
LOC284441	73.1132
OR4K5	0.0000
COX6B2	20.7547
EPPK1	1704.2453
C2orf73	7.5472
TTTY8	0.0000
PEG10	3250.9434
PACRGL	262.7358
SNRPN	1593.7925
SNORD24	0.0000
SHOC2	1211.7925
FYCO1	2162.7358
BMS1	1467.9245
CLEC4F	65.0943
TBL3	638.2075
ENO1	15699.5283
SNORD116-24	0.0000
RPL7A	15914.1509
APOC3	0.0000
SEPP1	14330.6557
EPT1	899.9906
STYXL1	399.5283
PUS10	183.9623
KRTDAP	0.0000
IPO7	3413.6792
EME2	7.0755
LY6G6C	33.4906
DLL4	358.9623
LASP1	5010.3774
LOC653544	0.0000
FXN	208.9623
UTP14A	491.0377
ANP32D	0.4717
SLC4A8	153.3019
UCN2	9.4340
DEFB4A	0.0000
TMTC1	1754.2453
LOC148145	1.8868
ZNF35	179.2453
GCA	361.7925
KCNJ4	0.0000
PHACTR1	34.9057
KCNB1	110.8491
NEURL2	18.7830
TMEM22	112.7358
SNORD85	0.0000
USP1	1424.0566
MIPEP	409.4340
DCAF7	2517.4528
ATXN7L2	107.0755
SNORD38A	0.0000
CCBL2	621.5802
MPPED1	8.4906
PROL1	859.4340
RPS15	2561.3208
C5orf13	768.3962
MGC70857	242.4528
RELL1	811.3538
SYT14L	0.0000
OR4F15	0.0000
KCNT1	1.4151
RDH14	323.3538
GSPT1	3524.0566
CCL3L3	1.7453
FAM5B	137.2642
FOXR1	0.0000
PELI3	304.7170
GATSL1	4.7170
GSTA3	0.0000
PRR7	7.5472
MIMT1	5.1887
C2orf71	3.3019
FAM197Y2	0.0000
HGC6.3	0.0000
SP1	4044.8113
ATP2C2	366.0377
TGIF2LX	0.0000
DCP1B	375.4717
ZDHHC8	524.5283
OR5W2	0.0000
LIMD2	144.0519
PTCHD1	336.7925
PSMD14	724.0566
AASDH	441.5094
C20orf46	16.5094
FIGF	533.9623
NCRNA00093	15.0472
LIMS3-LOC440895	16.7783
TMEM85	1108.8821
FER1L4	44.3396
GPATCH1	339.6226
C6orf70	358.0189
MRPL20	1006.4292
OR2M1P	0.0000
KRTAP20-2	0.0000
ANKRD54	366.5094
FRG1	647.6415
DUSP1	7392.9245
SIGLEC11	8.4906
AURKA	93.3962
STOX2	76.4151
C9orf167	67.9245
NEB	26.8868
MUC5B	869.8113
SLC38A8	0.0000
WT1	16.0377
ZNF880	210.8491
UPRT	258.4906
ALDH2	3663.6792
HCLS1	727.8302
DOT1L	456.1038
ZNF267	410.8491
C9orf66	40.0943
OPRL1	62.7358
LAMC1	7312.2642
LOC401052	85.3774
F2R	742.9245
CLCN7	1335.3774
HAS2	141.8962
CHP	2576.8868
FAM157A	9.4340
DIRC3	5.6604
ALG1	398.7028
FASTKD2	1039.1509
BCOR	961.3208
SF3B14	983.0189
HIST4H4	36.7925
XKR9	26.8868
CRCT1	0.0000
ZNF239	105.1887
ZNF226	358.0189
PLAGL2	665.5660
CYBRD1	12363.6792
UBXN4	3266.5094
FAM8A1	1651.4151
CCNJL	81.6038
CDIPT	1758.9623
POLE	841.0377
NMUR2	0.4717
SMS	1176.8868
DCAF8L1	0.0000
COG7	621.2264
FASTK	666.5094
SIX2	18.3962
CCDC27	0.0000
PDHA2	0.0000
C4orf48	5.1887
TMEM49	2318.8679
BRMS1	576.8868
CECR4	1.8868
NMI	289.6226
FLJ43950	0.0000
PLEKHF2	822.6415
LOC100128191	42.6321
B4GALT7	326.4151
FHOD1	416.0377
PROK1	7.0755
SNORD114-16	0.0000
HBZ	0.0000
SNORD115-5	0.0000
OR2B3	0.0000
PGAP3	879.2453
ZBTB17	322.6415
TUBB1	24.0566
NCKAP5	185.8491
CCL23	3.3019
CMTM8	152.3585
TTTY20	0.0000
GK3P	14.1509
LOC646999	12.2642
EPS8L3	0.0000
ARC	203.7736
PICALM	4525.0000
TRIB1	5226.4151
CCDC41	194.8113
CNGA4	6.1321
SRP19	670.0896
SELENBP1	2418.8679
SLC27A6	425.4717
C1orf25	483.0189
TNNI2	40.5660
PLOD2	1359.4340
HOXA3	119.3396
RTBDN	0.4717
ZNF467	107.0755
BNIP3L	2773.1132
C13orf18	139.1509
KIAA0415	300.4717
ABCB8	317.4528
GCG	0.0000
RTN4	6464.1509
RC3H1	1301.8868
RPRD1A	1353.3019
FGFR1	4474.5283
LTV1	641.0377
INA	0.4717
TBC1D23	1021.6981
SNORA16A	0.0000
SLC4A3	352.8302
C4orf36	16.0377
TPM3	5019.3396
DSCR10	0.0000
CKAP5	1980.6604
GTF2A1L	1.3113
DNAJC28	32.0755
TMEM39B	256.6038
SSSCA1	255.6604
PURB	2465.5660
FAM172A	711.7925
NGFRAP1	1355.6604
PPP2R3A	1088.6792
TNFRSF13C	7.5472
RSPH1	76.4151
PAGE1	0.0000
LRCH2	92.4528
KCNK10	1.4151
SNORD4A	0.0000
PRODH	387.2642
TEKT1	1.4151
SFRS12IP1	558.9623
TDRD9	40.5660
OR10T2	0.0000
CTAGE5	891.1934
PIGG	786.0991
HAUS6	568.3962
EFHD2	737.7358
LOC100129387	146.6557
WDR76	154.2453
FAM75A5	0.4717
ZC3H12A	705.6604
COL19A1	8.9623
EIF4B	10945.7028
INTS1	1886.7925
TMEM67	335.3774
PRLHR	0.0000
C15orf51	16.5094
TTTY10	0.0000
DIS3	1436.9387
LYZ	1128.7736
SH2D3C	415.0943
THOC3	748.1132
DNTTIP2	1584.9057
SLC1A2	311.3208
CHN2	60.8491
GLP2R	0.4717
YDJC	120.7547
LOC340074	0.0000
FAM84B	2243.8679
KIAA0408	103.9906
PDE3B	376.8868
RNF151	0.0000
ZNF800	613.6792
RAB30	343.8679
ZFAND2A	230.1887
RALGPS1	331.6038
HBA2	1657.0755
TCL1B	0.4717
TCEAL7	240.5660
ATP6V1F	938.2075
NMRAL1	625.9434
ENTPD2	356.1321
ZNF501	77.3585
ZNF2	84.4340
UCN	1.4151
PSIMCT-1	16.2594
ZDBF2	381.1321
TRIM77	0.0000
USO1	2128.7736
ABHD12B	1.8868
EFCAB7	182.0755
BAIAP3	175.6557
VENTX	44.3396
NACC2	50.4717
PORCN	175.9434
RPA3	162.2642
C3orf74	0.4717
TBKBP1	203.3019
GRIK2	4.2453
AIF1L	1994.8113
TNRC6B	1204.7170
GSTM1	9.4340
SNORD119	0.0000
LILRB2	67.9245
UNC45A	1810.3774
CFLAR	1188.2075
KLK7	864.1509
C1orf55	838.6792
TMEM189	613.9057
TAX1BP1	3303.7736
DENND5B	439.1509
C22orf24	0.4717
POLQ	56.6038
KLF2	920.7547
KRTAP5-5	0.0000
ARMCX1	645.2830
SNORD63	0.0000
LOC643955	0.0000
MGC14436	0.9434
TEX15	0.9434
ATL2	2248.1132
SLC9A3R1	2834.9057
LGI3	1.8868
SNORA13	0.0000
SGK494	36.7877
PIP5K1B	234.4340
FTSJ1	512.7358
SPEG	1045.7547
CLDN2	9.9057
HDAC4	534.9057
RBM7	660.3774
SNX13	1233.4906
DDX58	913.2075
IBSP	0.0000
ASB10	0.0000
RAB11FIP1	2666.0377
SNORA23	1.4151
DPP8	650.9434
PLCB1	713.6792
PPP1R14C	264.6226
C10orf84	612.7358
PNRC2	2403.7736
SATB2	91.9811
OR1C1	0.0000
GZF1	483.4906
DEFB118	0.0000
GDF15	76.4151
OR52N1	0.4717
PRC1	455.1887
KIT	9947.6415
MLL4	1168.3962
DCHS2	78.3019
VPS26B	1247.6415
SLC7A5P2	3.8585
USP2	398.5849
TCERG1	1098.5849
CPNE2	636.7925
SNORA12	0.0000
PSMD7	1271.6981
EID2	242.9245
ASCL4	0.0000
ZFPL1	427.3585
CAMKK2	1706.1321
GALNT12	98.5849
INTS10	970.2830
CCDC74A	506.1321
C1orf194	0.4717
SECTM1	283.4906
TMEM80	298.1132
POMP	902.3585
PLXNA1	1844.8113
NT5C1B	2.5896
UACA	2490.5660
MMD	735.8491
IL28RA	300.9434
RAP1A	1070.2830
ZC3H12B	100.4717
WDR38	0.4717
GGT8P	0.9434
MYLK4	76.8868
ZNF654	481.6038
SEMA6D	515.5660
TSC1	1122.1698
TINF2	1200.9434
TBC1D19	114.6226
KLK3	200.0000
PCDHB6	24.0566
CEP70	464.1509
SFRP1	27406.6038
GINS2	154.2453
MCM6	683.4906
TEAD3	1403.3019
C9orf128	4.7170
PALM2-AKAP2	2555.8726
MAGEA8	2.8302
KCNJ14	45.2830
LOC283914	0.0000
ANKLE2	1697.1698
C2orf50	17.4528
SIPA1L3	1561.7925
FAM83C	0.0000
SAMHD1	1252.7453
DDX1	2314.1509
UBE2W	620.2830
KLHL9	1765.5660
ANXA8L2	566.5094
SHKBP1	600.9434
TMEM55A	273.1132
C9orf114	444.5472
F11	0.4717
RRBP1	4948.5849
NOTCH4	1012.2642
IFITM1	2814.6226
ATL1	570.2830
SLC35E2	38.1274
KLHDC9	87.7358
AK2	2330.6604
CRLF3	396.6981
TPMT	528.7736
NAGPA	153.3019
SFT2D2	95.7547
PLCXD1	353.7736
PCYOX1	4133.4906
ANKFN1	9.4340
LDB2	638.6792
OR56A1	0.0000
NCALD	3535.8491
B3GNT3	237.7358
C2orf44	193.3962
SIGLEC5	14.1509
EFHC2	14.6226
ARSD	2858.4906
BHLHA15	4.7170
GPR64	451.8868
SIGLEC12	27.8302
DLX5	10.3774
DNAJB11	1013.6792
CFD	1062.2642
ZNF385D	75.9434
GUSBP3	84.9057
PRKAG1	975.9434
PLEKHB1	746.2264
FAM9B	0.0000
RNF40	2327.8302
TYSND1	408.4906
KLF12	547.1698
DLEU1	47.6415
OR56A4	0.0000
SLC17A3	0.9434
SPOPL	1242.9245
OR56A3	0.0000
NME2	4725.7028
PGLS	515.5660
NLRC4	37.7358
PDE1C	256.1321
KIAA1797	929.7170
ZC4H2	195.7547
PRMT2	2845.7547
ARFIP2	1601.4151
KATNB1	408.9623
OR2K2	0.0000
FAM104A	725.0189
VMAC	105.6604
LOC144571	66.0660
RAPGEFL1	188.6792
NDUFS2	1630.1887
PCM1	4385.3774
DEFB103B	0.0000
DOCK2	338.6792
SKI	2806.1321
INPP5J	409.4340
BEGAIN	58.4906
NR5A2	103.7736
HSDL1	730.6604
ABCG1	490.0943
SGCD	408.4906
DKK1	23.5849
FLJ40434	0.0000
C2orf74	144.3396
LSM14B	859.4340
DDI2	185.1179
OSGIN2	825.9434
XRCC5	6787.7358
TRIM38	639.6226
GALT	371.6981
TRUB1	479.2453
PLXNB1	2452.3585
SEPX1	416.5094
HTT	2542.9245
NFE2L1	7182.5472
SNX17	1883.4906
LRAT	93.8679
EML1	402.8302
NKX2-8	3.3019
NRL	26.1179
LRP6	2244.8113
GPR32	0.0000
LOC100128573	0.0000
RAB39B	23.1132
C17orf73	0.0000
HUWE1	7975.4717
YARS	1335.8491
EMP3	374.0566
DPYSL3	5199.0566
GHRH	0.4717
SLC1A4	1440.5660
DPYSL4	73.1132
BRWD1	1841.5094
ZNF486	74.5283
LIM2	0.4717
LAT2	169.8113
IZUMO1	0.9434
OR8J3	0.0000
GPKOW	454.7170
SPACA1	0.0000
SLC8A2	1.8868
TIMP4	276.8868
ZNF283	97.1698
RAPGEF5	905.6604
SSX3	0.0000
WAPAL	1804.7170
DNM2	1880.0613
FKBP15	979.7170
PTPRM	1544.3396
RNF148	1.8868
FAM156A	611.7925
TMEM225	0.0000
C12orf76	87.7358
ACTR6	587.2642
CHKA	973.1132
LYPLA1	974.0566
SCARNA18	0.0000
PLEKHA4	1478.3019
LRRC20	226.8868
TMX4	1272.1698
PLSCR5	0.9434
MRGPRX2	0.0000
LOC100130238	2.3585
GDAP1L1	0.0000
PPIL1	458.9623
BASE	0.0000
PXK	241.0377
NOL9	183.9623
DYSF	459.9057
LOC100124692	208.0189
FBLN1	8785.8491
FBXO11	1729.7170
SCARNA23	0.0000
SNX29	752.8302
ZNF17	209.4340
RNASEK	1306.5236
ZNF461	120.2830
TBC1D2B	1575.0000
ART3	113.6792
EIF1	12465.0943
ACTR3	3109.4340
LRIT1	0.0000
CENPO	63.3868
LOC642929	0.0000
CSPG4PY2	0.0000
MRGPRE	2.8302
GPR65	83.0189
SNORD114-4	0.0000
MEOX2	254.2453
CYC1	1064.6226
TAF5	88.2075
ECT2L	11.7925
SLC11A2	2008.0189
PRRG2	216.0377
LOC340357	0.0000
XPO6	1649.5283
LOC619207	18.3962
LOC149837	53.7736
ZNF263	770.8066
FGGY	159.9057
CHRNA3	5.6604
CCDC152	111.3255
SLC25A18	20.7547
COL24A1	11.3208
CRTC1	434.9057
PRSS45	5.1887
SNAR-C3	0.0000
SLC47A2	8.4906
ELMOD2	188.2075
EIF2AK2	429.2453
ATXN7L1	240.0943
ZNF761	408.0189
C10orf105	16.3538
OR1J4	0.0000
SGSM1	275.9434
PI4KAP1	329.2453
SELT	1750.9434
OR5D18	0.0000
MAP1LC3B	1996.6981
FKBP2	651.4151
CYP2B7P1	54.7170
C7orf41	2601.4151
PEX13	803.3019
SMTNL1	2.3585
HIST1H3A	0.4717
USP17	0.4717
TGM7	0.0000
CSDA	3880.6604
SRCIN1	229.2453
C6orf26	28.0283
PCDHB11	16.5094
SNORD62A	0.0000
IRF2BP2	5528.3019
ZNF599	108.9623
GRWD1	664.1509
NAGS	41.5094
ADCY4	391.9811
ZNF594	256.6038
NMNAT2	184.4340
NFKBIL1	357.0755
PGM1	1637.7358
ProSAPiP1	547.6415
TAGLN3	0.4717
C15orf44	921.2264
PHYHIPL	47.1745
KISS1	1.4151
TRPV1	194.9623
SLC39A4	120.2830
RAB25	1268.3962
PNCK	0.9434
TMEM207	0.0000
SLC28A3	225.4717
C1orf114	8.4906
RAB15	1040.0943
SLC27A5	98.8066
PKNOX2	30.6604
ANKRD34B	2.8302
EXOSC3	240.0943
DEFB114	0.0000
DPP7	1063.6792
SFTPD	31.6038
S100A9	456.6038
FGF7	537.2642
PABPC4	2025.4717
LOC339290	930.6604
LHX9	0.0000
KIR3DL3	0.0000
PHPT1	445.7547
SERBP1	5450.9434
HTR3A	2.3585
SEMA3B	366.5094
KLHL21	2543.8679
LOC338651	10.9858
SNORD56	0.0000
CRNN	0.0000
DRP2	6.1321
CYBA	505.6604
PC	1008.0189
CIAPIN1	650.4717
MRPL12	418.8679
NAPB	303.3019
SUCLA2	820.3774
SLC36A2	3.3019
SHMT2	1133.4906
UPF1	2153.7736
PTPRU	898.5849
SLC22A1	4.7170
ISOC1	578.3019
BEST2	0.0000
N6AMT1	256.1321
SETDB1	995.7547
DENR	1259.9057
THBS3	846.2264
RIMS4	63.6792
IL1F10	0.0000
CTSL2	158.4906
MGC12916	7.0755
ADIG	0.0000
CDK6	1330.6604
C15orf17	1389.1509
GAB2	1184.9057
LOC219347	98.8679
CAPSL	0.4717
IGFN1	48.5849
UPK3B	6.6038
IQCF6	0.0000
EFCAB5	3.3019
NKD1	19.3396
C11orf57	814.6226
KIF14	46.6981
ZXDC	1234.9057
PPP2R3C	403.7736
GPD1	4371.6981
MUC2	2.8302
ACSL5	780.6604
CD81	10536.7925
MED11	197.1698
TTC31	430.6604
LOC100128239	8.9623
CTNS	348.0708
RNF130	1827.3585
RAB27B	233.0189
SUZ12P	159.9057
STK17A	1304.7170
EIF1AY	0.0000
ODZ3	370.2830
SLC7A4	47.1698
EIF4ENIF1	753.7736
CNTF	57.1226
ABCC6	116.0377
SCRT2	0.0000
ULK3	636.7925
DERL1	1950.9434
MTHFD1L	450.0000
STEAP4	1487.2642
COX6B1	1784.4340
PRKACG	0.0000
LRRC25	75.0000
ALAD	1989.1509
DNAJC12	167.4528
REST	526.4151
FSD2	0.4717
DYRK2	663.2075
CCDC42B	2.6745
C12orf5	289.6226
GAK	1147.1698
ZNF763	110.8491
SCRIB	939.6226
SELP	334.4340
LAMA4	2485.8491
SNORA5A	0.0000
PLAC4	13.6792
ADARB1	831.6038
ARL5A	825.0000
TTC17	1904.7170
TK1	407.5472
KRTAP5-6	0.0000
CD58	204.2453
RWDD2B	443.3962
ACCSL	0.0000
HSPB3	0.0000
LOC29034	0.0000
RILPL1	361.2264
DHRS2	72.6415
FBXO43	7.0755
DDX51	543.3962
APH1B	719.8113
CEACAM21	8.0189
LOC283332	0.0000
PRRT3	88.6792
LIPT2	12.2642
SLC45A3	241.5094
C1orf93	700.0708
TBC1D15	1256.6038
SELK	543.3962
MST4	640.0943
CAMK2N1	1140.5660
AIRE	0.0000
NCF1C	21.2264
HMGCS2	1358.4906
MTIF2	581.6038
ZSCAN20	78.7736
GFER	269.3396
CRIP1	1058.9623
C8orf40	572.6415
ZC3H6	511.7925
DDX25	3.3019
CRISPLD1	2732.5472
WRB	416.5094
EPB42	27.3585
SH3BP1	236.7642
SNORD111B	0.0000
TEPP	14.6226
STRA13	310.3774
CLCN5	153.7736
LRRC28	190.5660
CKAP2L	33.4906
KIAA1984	19.8113
MAP4K2	375.4717
DENND4C	2104.7170
PLEKHA6	2380.6604
ABCC9	457.0755
HCG4P6	2.3915
NAF1	225.0000
FZD4	2235.6179
TCEAL1	475.4717
RRM2	185.3774
STOML1	162.2642
SNORD25	0.0000
CDHR3	91.0377
CLCNKA	12.2642
C20orf107	4.4528
DMRTC1B	24.0566
TMC8	170.2830
KSR2	81.6038
CCL8	150.4717
PDCD2	706.6038
TSC22D2	974.0566
LOC283314	133.1887
CNGB1	3.7736
PCMTD2	1805.6604
SEC23A	1220.7547
NTAN1	593.3962
GREM1	1503.3019
SENP1	513.2075
POF1B	158.9623
IGSF6	81.6038
C20orf30	2175.9434
SSX8	0.0000
MYL12B	6149.0566
HOXA10	205.1887
LPCAT1	769.3396
SAP30	121.6981
FUT2	25.4717
ASB3	316.5094
TNFRSF11A	167.9245
CHRNA4	0.0000
MAN1C1	307.0755
CAST	5743.4151
PLEKHG3	1097.6415
C9orf70	0.0000
PRSS37	0.0000
SYBU	888.6792
KCNQ5	39.1509
TTC4	561.1274
LOC643923	0.0000
TSPAN13	2268.3962
MCM9	98.5849
FECH	683.4906
IGFL1	5.1887
HESX1	10.8491
HLA-DQB1	1483.9623
SDSL	160.3774
CLDN4	5639.6226
EP300	3459.4340
GNB1L	41.1509
XPR1	1043.8679
IL2	0.0000
KRTAP2-2	0.0000
HCP5	743.3962
UBE2T	106.1321
APCDD1	1394.3396
MS4A7	829.2217
GHRL	8.4906
PCNX	2359.4340
PDE5A	1835.2830
GLRA1	0.0000
AP3S2	1493.9434
TFAP2E	19.3396
SMARCD1	1312.7358
RRP1	450.9434
CNNM4	1028.7736
C18orf2	0.0000
KRTAP24-1	0.0000
CMIP	1288.2075
RAB4B	212.5330
NODAL	12.2642
RAD51L3	179.2453
FLRT3	383.9623
MKKS	687.7358
IL1RL1	29.2453
LRRC67	0.0000
LOC100192379	0.0000
MAGOHB	244.8113
CHRNG	1.4151
PLA2G6	371.2264
FOXC2	27.8302
PRRG4	251.4151
HIST1H3B	0.4717
RAB21	1105.1887
FPR1	90.0943
KBTBD3	150.9434
KRTAP13-3	0.0000
C15orf43	0.0000
PRX	399.0566
DCTN2	2037.7358
AMBRA1	974.5283
IQCB1	594.3396
CRYZL1	345.0330
KIAA0020	710.3774
ERI1	343.3962
AWAT2	0.4717
CHGB	41.0377
NXF5	0.0000
FAM71B	0.0000
CAPN2	6295.2830
CEP170L	1.8868
SNORA78	0.0000
DHX30	1450.0000
C1orf56	116.4245
C8G	2.3585
ADNP	3012.7358
P2RY4	1.8868
PNPLA8	1041.9811
PM20D2	762.7358
C2orf56	242.4528
ARGFXP2	0.4717
SMTN	1676.4151
C6orf211	958.9623
DDX26B	431.6038
BRP44	625.4717
PPP1R13L	1281.6038
RAP1GDS1	780.1887
VCY	0.0000
BUB1B	114.8962
BBS12	200.4717
LYPD5	369.3396
PCGF1	166.0377
GALNT7	1504.2453
SUSD3	391.5094
IL1RAP	347.6415
SLC25A45	158.4906
ATXN7L3B	3565.5660
SLC1A1	213.2075
FAM50B	153.7736
CHRNA7	1.5991
C4orf47	18.8679
DEFB136	0.0000
KRT78	0.0000
KCNK18	0.0000
DYRK1A	2024.0566
HEPHL1	7.5943
IL16	513.2075
SNORD7	0.0000
MLLT3	387.2642
IREB2	1447.6415
PHF10	2152.4953
ERAP1	1959.4151
PRUNE2	1019.3396
FABP9	0.0000
HLA-DPB1	2895.6792
MT1B	0.0000
SLC6A19	0.0000
PRDM6	39.6226
ZNF682	80.1887
PMFBP1	4.2453
IFT52	680.6604
RPL18	12089.1509
MAP4K4	2330.6604
CDNF	74.5283
LANCL2	606.1321
RPIA	385.3774
OR10Z1	0.0000
PTPRN	0.0000
HARS2	529.7170
FTCD	5.6604
HSD17B7	177.8302
RPL11	17574.0566
TRY6	0.0000
RBM25	2450.9434
CXCL12	7509.9057
ZFP28	262.2642
PEX3	475.4717
PHEX	13.6792
LUC7L2	2278.7736
C13orf38	5.6604
HN1	565.0943
OMG	1.4151
FLOT1	2602.8302
TMEM231	280.6509
LOC644936	22.1698
NCRNA00160	5.1887
ARL4A	907.5472
GIMAP7	400.4717
SULT1E1	4.2453
HIRA	842.9245
C11orf46	646.6981
RPE65	4.7170
MMP8	0.9434
C17orf50	0.0000
FRMPD2	46.2264
TRIM58	41.1321
C6orf218	2.8302
FAM196A	92.9245
NIF3L1	404.7170
BMPR2	3097.6415
NELL1	0.0000
HEXIM2	56.1085
KCTD14	565.5660
OR6K6	0.0000
TFB2M	338.2075
SLC4A1	12.7358
UTP15	354.7170
LOC146880	368.5377
NOP2	592.4528
C1orf170	25.9434
OR5H1	0.0000
NCKIPSD	535.8491
PTGES3	5146.2264
NAT2	16.9811
STS	643.3962
LOC202181	77.3585
MFAP2	202.3585
XRCC6BP1	117.9245
KRTCAP3	277.8302
PRIM1	149.5283
FLJ44606	41.5094
MVK	291.5094
C9orf91	725.9434
UBXN2B	689.1509
ECD	708.0189
HPGD	98.5849
TNNT2	12.2642
ADAM19	110.8491
PAPPA	98.5849
FCGR2A	718.8679
DBF4	144.3396
DNAJB7	3.6274
EIF4EBP3	371.8585
LRP4	385.8113
LGR4	1770.7547
TSPAN1	386.3208
KCNAB3	7.5472
KLRA1	67.9245
MAZ	2234.8396
DSCR9	4.2453
MYL4	0.9434
RARRES3	1125.9434
FEM1B	2966.5094
LOC100270804	27.3585
UBE2Q2	1021.6981
CGGBP1	2228.7736
H6PD	3630.1887
C6orf132	269.8113
IL6	454.2453
SLCO4A1	76.1792
ELK4	199.0566
PXMP4	820.7547
GLYCAM1	0.0000
C2CD4A	4.7170
PHGDH	1750.0000
CPA1	7.0755
LAS1L	828.7736
SNORA21	0.0000
GPX1	2240.0943
LOC541473	5.2217
PARVB	323.5849
CCDC80	9106.6038
RALB	1358.4906
MYOZ1	24.0566
HSPD1	3535.8491
REXO1	459.9057
KCNJ13	4.2453
ARHGAP17	1169.8113
PRH1	26.8632
ITGAV	2842.9245
PAIP1	1075.9434
CCDC15	75.9434
C20orf118	27.4434
DGUOK	585.8491
PLA2G4D	0.9434
DAGLA	325.0000
TECPR2	1157.0755
STAT2	2317.4528
C19orf29	381.1321
FRMD7	4.7170
CCT3	4429.7170
EIF5AL1	890.0943
P4HA1	708.0189
COLEC11	6.6038
GALNTL2	950.9434
SCAF1	1028.3019
GRN	4468.8679
MAPKAPK5	498.5849
C10orf140	32.5472
PWWP2B	189.1509
SGTA	1264.1509
KRTAP4-4	0.0000
OR1E2	0.0000
ENY2	414.6226
SYT11	340.0943
PTPRCAP	56.1321
SMOC2	3622.1698
MMP17	20.7547
TRPC6	182.0755
SELPLG	511.3208
PPP1R3D	223.1132
RABGAP1	1914.6226
TRMT61B	281.2689
MURC	3.7736
FRAT1	90.0943
FAM65B	151.4151
GP6	1.4151
ATP1A4	9.4340
MT1L	46.2264
ELAC2	1097.6415
ZNF479	0.0000
SLAMF1	14.6226
NRG1	272.6415
FAM198A	409.4340
PCDHGB6	104.6321
PARP2	486.7925
SP140	35.3774
FMNL2	1155.6604
IKBKG	260.8491
RNASEH2B	347.1698
PIN1L	0.0000
SNAR-H	0.0000
CHRNA1	0.9434
TMEM119	785.3774
TNFRSF10A	125.9434
FBXO5	163.6792
TLX3	0.4717
IGFALS	8.0189
FBXW2	1676.8868
ZNF773	190.5660
C16orf71	25.9434
CATSPER4	0.0000
TBC1D4	2204.7170
TH1L	1718.8679
ELAVL1	1367.4528
OSBP2	217.4528
ANKIB1	1396.2264
SPRR2F	0.0000
LOC55908	48.1132
WDR93	32.0755
SNORD114-17	0.0000
CORO1B	1315.5660
SNORD115-44	0.0000
DDOST	4303.7736
RPS18	28777.3585
